case_id,map_size,structure_type,seed,obstacle_rate,grid_sha256,start,goal,optimal_cost,target_cases_per_structure
size500_large_block_seed520580815,500,large_block,520580815,0.3,655c84483e6289a029a9a8841b07fe077279e8f959cce6e937d39496e7a407d3,"352,165","327,268",128,50
size500_large_block_seed520580816,500,large_block,520580816,0.4,ff58f166204869e0184fedfdfffdb6513022585937b3b76c9268f22d9ca8260f,"367,384","230,238",355,50
size500_large_block_seed520580817,500,large_block,520580817,0.1,fad9567a3e7ca5ae495e234d6eebc177f0ed9e2f8d96c2347402e38518398c79,"464,190","65,55",534,50
size500_large_block_seed520580818,500,large_block,520580818,0.2,4f368e717f208c6e80102825938301e716dbbc2f99ea48d36880808ae9eca949,"172,133","49,418",408,50
size500_large_block_seed520580819,500,large_block,520580819,0.3,d6045825501b0a7c203e9632083e5b9a633c2d386a75a281ed18da479a3b2241,"297,342","437,476",274,50
size500_large_block_seed520580820,500,large_block,520580820,0.4,6ea7d99800f4a2b16f4f49a74764eab723e93338c5de3dc42581d921b93ece0c,"269,332","95,267",239,50
size500_large_block_seed520580821,500,large_block,520580821,0.1,c0c6042ee24e25adb93749c46d6b8d99b74f7dee3bd7ec20d9ba15de0d7677b7,"88,241","468,70",551,50
size500_large_block_seed520580822,500,large_block,520580822,0.2,911a32b14aca72bd6cc90ed31116a7eb850dab80e9b711ea0791caffd544151f,"266,342","35,401",290,50
size500_large_block_seed520580823,500,large_block,520580823,0.3,fd09bfef737371ddd6ddf99db819bc24726173c4c2e1f332da7ff4dc3bae02a2,"6,141","291,409",553,50
size500_large_block_seed520580824,500,large_block,520580824,0.4,aefa6f9ec542c07046291a433f5e0378fada40cd570376b36a61be15c9bbf73d,"466,422","135,423",484,50
size500_large_block_seed520580825,500,large_block,520580825,0.1,8452ae58f9aaed085f09bdb335a665d8a37b0eb94203fe47f34fed698a00d69c,"109,390","169,52",398,50
size500_large_block_seed520580826,500,large_block,520580826,0.2,81de996ed3c379f0bae89350edd148b1aefe47e4c2e99e822bb6b9c05838bdf2,"243,165","81,29",298,50
size500_large_block_seed520580827,500,large_block,520580827,0.3,055682da77dd8ead20945a4f064bfb3f2db0196e6ce2b2879718c810e96ac63c,"397,222","25,203",479,50
size500_large_block_seed520580828,500,large_block,520580828,0.4,84752a83f79268785e416fc4fbc91b5f436aeaf08bc486da1d577ffafae560b4,"275,444","16,13",690,50
size500_large_block_seed520580829,500,large_block,520580829,0.1,ea06f27f4f92a26460b57a3910ed33c46c04c9adc5db13ae53b37d0c588669a0,"249,155","239,485",340,50
size500_large_block_seed520580830,500,large_block,520580830,0.2,ad1208c6cf8b338842b8b18d04e8e277d6e8aa4112760d9042d890cfc189f696,"366,405","487,305",221,50
size500_large_block_seed520580831,500,large_block,520580831,0.3,930c2e6a819ff7047868f93996d4b16421b313ab2fcff9583be748bb9e04cabd,"9,243","206,42",398,50
size500_large_block_seed520580832,500,large_block,520580832,0.4,f2b47b80cef61a781c26aec2df2bb4138f854411631e9874086e8f141b838c40,"448,16","335,139",236,50
size500_large_block_seed520580833,500,large_block,520580833,0.1,7e25dae91ec63dd00ed9e62487462d2fe1dedd3408c6a8aa2244f63b5d1dbf2b,"373,428","339,58",404,50
size500_large_block_seed520580834,500,large_block,520580834,0.2,fcae8f1f26218954d73560ceba94220f6bf142e0d0648018ff65b1c343ec1ed7,"129,438","377,371",315,50
size500_large_block_seed520580835,500,large_block,520580835,0.3,b743170ce46465e4a5c25f66a9e14295a5c72d192488af85ef12f94c6f78bc81,"427,143","437,341",208,50
size500_large_block_seed520580836,500,large_block,520580836,0.4,bdcf81d4cb68207f09e536ff30344066812bf83d9661f2708e548635635c96b0,"308,384","484,124",436,50
size500_large_block_seed520580837,500,large_block,520580837,0.1,a45d2be554f40c6c37182a1adbf08bfe1b6a461f8af8b91ce592ac53b3711d54,"120,366","184,391",89,50
size500_large_block_seed520580838,500,large_block,520580838,0.2,e29fbcef286a6b3132dd8d56e11cd1a2e49bda5680c722991634e7edb1c9a634,"344,53","313,253",343,50
size500_large_block_seed520580839,500,large_block,520580839,0.3,d7200d643b57cb02b89ed7251b6051b084ca8042b1d268dbcd3207535ac74d9b,"420,330","14,38",698,50
size500_large_block_seed520580840,500,large_block,520580840,0.4,7076d112ab8175a771544c82033c7ab1ae42e58b3e1a3cebbd2b9f7f145e8ec9,"399,463","487,463",88,50
size500_large_block_seed520580841,500,large_block,520580841,0.1,38286402e8cbe9a5769bb10a6f79bfaf95a9a63111960924bca0139488de0708,"0,158","270,23",405,50
size500_large_block_seed520580842,500,large_block,520580842,0.2,2adbda08e56c7279ed544b743a15a5e46e8f14eb285ea86df479562890bc3a6b,"440,8","28,53",457,50
size500_large_block_seed520580843,500,large_block,520580843,0.3,003e0ce71793255b3435edae1f88fe8b3a35f13458b932036416ad261e4ebe23,"24,1","482,160",619,50
size500_large_block_seed520580844,500,large_block,520580844,0.4,00ffeda7134129467528ac57de0c75a358c2ff47a092d57dda40b782780a617a,"23,214","432,494",689,50
size500_large_block_seed520580845,500,large_block,520580845,0.1,f1b8720077f9154ff3dbdf675b33c8dadd5dd39dce9cc490322fe26b48005a65,"182,451","298,391",176,50
size500_large_block_seed520580846,500,large_block,520580846,0.2,19728013400a1f714155ec16f811c73a02cd8967c740de8d25490f6514077864,"202,67","337,52",150,50
size500_large_block_seed520580847,500,large_block,520580847,0.3,11753be4da683b611444a13bbd4447f88a44e1459d6d3425381f16b92c49fafb,"489,382","487,478",98,50
size500_large_block_seed520580848,500,large_block,520580848,0.4,51aa7c436ff765d7d16fe4857158ac8eb68797326889639761fd9ae1cc5694bf,"363,272","9,161",919,50
size500_large_block_seed520580849,500,large_block,520580849,0.1,85d45101b5cff9d0ea2565e7ad976ef17f8308aa1a52e16ffe0d51e15a174ee8,"198,269","244,239",76,50
size500_large_block_seed520580850,500,large_block,520580850,0.2,a39f863e75ed451174c1a7f776075eb97339fc2da6ce7f5475da35e02f7a75e4,"186,341","459,200",414,50
size500_narrow_corridor_seed520680801,500,narrow_corridor,520680801,0.1,eed7874a91a71148a4c0384bd139fcdc618f26a24987b6a421616a1425e436f9,"496,434","190,92",648,50
size500_narrow_corridor_seed520680802,500,narrow_corridor,520680802,0.2,49399ecc1996c524ee00cc00adef4c4e6ba334d02c78c2a465d26db5d2ab87f9,"332,339","479,12",474,50
size500_narrow_corridor_seed520680803,500,narrow_corridor,520680803,0.3,414487a4376f26e17e006f0043bacece8d778dfb79471fe259939cf5339eedc8,"242,70","204,161",129,50
size500_narrow_corridor_seed520680804,500,narrow_corridor,520680804,0.4,da1b9b454ff30078d8b114b7891b524f3b8ae891318a854dd7776b57de2baf54,"86,478","306,106",592,50
size500_narrow_corridor_seed520680805,500,narrow_corridor,520680805,0.1,cb3477c60fc2ea498bb106ea24230848cfabeeadcf5da14e8c24475be0fed9fa,"373,136","300,69",140,50
size500_narrow_corridor_seed520680806,500,narrow_corridor,520680806,0.2,4890f91cb311d182c3d30180e9bdb65305ce6beb7dd86659982da7931ff95477,"332,373","455,73",593,50
size500_narrow_corridor_seed520680807,500,narrow_corridor,520680807,0.3,e10301091a5f1472096e436e42cafa56ae30895c57f6bd26c782e6d023bad629,"356,429","332,453",48,50
size500_narrow_corridor_seed520680808,500,narrow_corridor,520680808,0.4,bf3d0eb8e06baf7c4ce1c2dc734f9368b2fbd2ad7f805b36a16307a0a0b9c404,"186,146","370,116",214,50
size500_narrow_corridor_seed520680809,500,narrow_corridor,520680809,0.1,67319fb349f7ac72faadd56faaf173f08cddc2c488695f63348ae5bc5657f144,"193,73","387,48",219,50
size500_narrow_corridor_seed520680810,500,narrow_corridor,520680810,0.2,a8be1922ae397bb58639cceab55da1a8df8eabc074f9eb4c8abff1953db5ddd9,"127,348","420,23",618,50
size500_narrow_corridor_seed520680811,500,narrow_corridor,520680811,0.3,40cde50f80eacf337c195ff9b28c3eceafad098fc180a044d4dffddc51d81ba6,"146,26","8,94",206,50
size500_narrow_corridor_seed520680812,500,narrow_corridor,520680812,0.4,d2101646bffb717d4ee7088fa9ff2b7da43ea4b4930e895235252eaebd48fbc4,"7,383","119,344",151,50
size500_narrow_corridor_seed520680813,500,narrow_corridor,520680813,0.1,cba021e13ebdac2815a3370f882f8aab48eb56fe32a7d7d8c6bab1c6ad4dac22,"399,28","35,336",674,50
size500_narrow_corridor_seed520680814,500,narrow_corridor,520680814,0.2,d6538652582fcbd06d151e3e3a1ee5b239a03f687de456438ab8eb49ee9099ed,"447,90","113,131",375,50
size500_narrow_corridor_seed520680815,500,narrow_corridor,520680815,0.3,ba231dfa94064d0388890dc7fa0e55cb115caf30d746463549f6dd8c8b5e10fc,"355,11","460,17",111,50
size500_narrow_corridor_seed520680816,500,narrow_corridor,520680816,0.4,92fe25bce219da13957b91124e65886eeedefd2fd111e04fb423c629b5de7551,"358,27","483,347",455,50
size500_narrow_corridor_seed520680817,500,narrow_corridor,520680817,0.1,14e77e1ee609f0f27c2cea041d7a24168662e631622fa106771aad0e6ddbb7c6,"353,142","145,473",539,50
size500_narrow_corridor_seed520680818,500,narrow_corridor,520680818,0.2,e544f78b14f662ce6fcea9356fc5b1d7b02281256acfcf568c1bb7cf24593ac5,"190,473","137,408",118,50
size500_narrow_corridor_seed520680819,500,narrow_corridor,520680819,0.3,741596822dbcf2d30d2ca5b89c04603e9592ce15ef4b5413b63bdd9c7e91900e,"286,493","124,420",235,50
size500_narrow_corridor_seed520680820,500,narrow_corridor,520680820,0.4,b50961e6b227d05621c0c9a3607592a3c242f97f92a6d9387bf5d60e33d4858c,"85,495","255,65",728,50
size500_narrow_corridor_seed520680821,500,narrow_corridor,520680821,0.1,ab2dc25ac54bd104b336e0862435a91e1c1599bc3a91edee857e9211e979846e,"457,89","259,70",217,50
size500_narrow_corridor_seed520680822,500,narrow_corridor,520680822,0.2,e673b8e7f8d635b26530b900abe390b9d3631ef1e0f0eb909f1f3ae41c6db897,"40,61","301,457",771,50
size500_narrow_corridor_seed520680823,500,narrow_corridor,520680823,0.3,2e11004c0d7639442b1196751ca70307ca1112e8ec29593c6abe26609773fccb,"248,85","78,24",231,50
size500_narrow_corridor_seed520680824,500,narrow_corridor,520680824,0.4,3cb1d0da20c98e3531dc2789d2bcaf916fdff4af40d7fb61641a69b09a266a91,"83,25","74,63",47,50
size500_narrow_corridor_seed520680825,500,narrow_corridor,520680825,0.1,2ff38a274f0dc6567170b807b2bb375e179ece4bb63fa248a2462555b4b63e2a,"332,99","172,4",255,50
size500_narrow_corridor_seed520680826,500,narrow_corridor,520680826,0.2,1d5729fca1bb3660ccbcefff6af459478db729a16b5e9fd06862ffcc8afc2898,"136,65","429,115",343,50
size500_narrow_corridor_seed520680827,500,narrow_corridor,520680827,0.3,3bd878458177142fe7d328dc6e1f08886a756ec24d34242b4cc0a328c3b0f9e4,"245,145","63,402",663,50
size500_narrow_corridor_seed520680828,500,narrow_corridor,520680828,0.4,fcafcb8ae46c920121dbb97e6f876e643f9d24cff1f05f94cd15e758d837c517,"352,165","155,123",239,50
size500_narrow_corridor_seed520680829,500,narrow_corridor,520680829,0.1,5008682afcbe33890c98c0ce077783163617bffc8e16da08ff1bd189a636f9c8,"295,419","113,53",652,50
size500_narrow_corridor_seed520680830,500,narrow_corridor,520680830,0.2,8a455998eadda84ad8f1529fa942b11b635ac21829f9a9713fc67afdf25409ad,"54,463","208,123",494,50
size500_narrow_corridor_seed520680831,500,narrow_corridor,520680831,0.3,1714e6140a092ad038dffc6e65d0500ceba85d21e80a18c2eb83dd359b4446b3,"229,140","50,87",232,50
size500_narrow_corridor_seed520680832,500,narrow_corridor,520680832,0.4,f03e766157447b749f33df63fe76d4e803db1aacfde47060337280819624ba69,"299,455","396,475",117,50
size500_narrow_corridor_seed520680833,500,narrow_corridor,520680833,0.1,171775f4d99d1240009cd5c8dd4de1a1487649bea7b87c8e48809224f025688f,"140,61","8,365",528,50
size500_narrow_corridor_seed520680834,500,narrow_corridor,520680834,0.2,a083d65f4fc6caccb5d0f214ab88c7ac09c7820180fccd61e49e354548ee66e1,"420,99","39,403",685,50
size500_narrow_corridor_seed520680835,500,narrow_corridor,520680835,0.3,484763ced15c5de9dfcdefc1f3c28f2b811d0c38ace7090c6aa3617bf18fc5a9,"161,471","283,390",203,50
size500_narrow_corridor_seed520680836,500,narrow_corridor,520680836,0.4,101ab68201271d70f58fe0d39ca817565f2922905779380cae1271e96919cb70,"22,151","161,377",755,50
size500_narrow_corridor_seed520680837,500,narrow_corridor,520680837,0.1,322b72e7172266b80341a422d640864802cdd9025cf098042498e790c2274628,"25,440","374,27",762,50
size500_narrow_corridor_seed520680838,500,narrow_corridor,520680838,0.2,72d585f4997ab3eacacaa2725d21608f72557fc95c9d32fc55a45c7de379fa1f,"81,93","13,25",136,50
size500_narrow_corridor_seed520680839,500,narrow_corridor,520680839,0.3,9dbec9a94fbaf934dfd64ba28e60fbb2342f2eaca3aeac4e308685cca00916ac,"227,386","470,434",291,50
size500_narrow_corridor_seed520680840,500,narrow_corridor,520680840,0.4,8cf201c632a5ac33f6a84fc6b2bfd81c8008cf27e2a07b9d14e04c6b7f46bd3f,"355,436","71,128",592,50
size500_narrow_corridor_seed520680841,500,narrow_corridor,520680841,0.1,4f3c1bd67ffaed28b263aa109c6122ac073e23efb57dbcc1c3b00e80679e365c,"230,105","47,414",742,50
size500_narrow_corridor_seed520680842,500,narrow_corridor,520680842,0.2,553bb6662f5180c3ce54b38fe863e3832237dcbe7ea67475919adb72bdb008a9,"376,102","130,12",336,50
size500_narrow_corridor_seed520680843,500,narrow_corridor,520680843,0.3,e946c99e2efd0f095c5139facf25d32cfb54bff1ef080420361dca97a03767e7,"307,434","178,482",177,50
size500_narrow_corridor_seed520680844,500,narrow_corridor,520680844,0.4,f90f66bf9f413822ff4fec5345ce315c15b1f44a2eba5f9445b4b6a84832675e,"301,120","268,333",312,50
size500_narrow_corridor_seed520680845,500,narrow_corridor,520680845,0.1,4aadc776c61bd74f27926c2ab41cb3c0619f2c52e850ebe9cd9ca02e449230a0,"331,377","37,54",617,50
size500_narrow_corridor_seed520680846,500,narrow_corridor,520680846,0.2,f3cc81120c9de5bc3ef686ebdbbf052180e736058903c514b56d378fc55e8235,"439,39","176,440",664,50
size500_narrow_corridor_seed520680847,500,narrow_corridor,520680847,0.3,6d4fa25782ef40002771f0c2319b2cb69b427cbc838ce80ac8a5499844a9a0fc,"197,17","341,165",292,50
size500_narrow_corridor_seed520680848,500,narrow_corridor,520680848,0.4,987daf0b8cb42a773765239a19d2d60c37097f284145271bf4475eec0690d534,"161,339","224,24",514,50
size500_narrow_corridor_seed520680849,500,narrow_corridor,520680849,0.1,3dacfa6e3f5da5a21b58ab111264f5b4b2fdc2f3e26cf1fa72e564ffe6020d5d,"163,15","259,495",576,50
size500_narrow_corridor_seed520680850,500,narrow_corridor,520680850,0.2,4ebb18e3c225eff311ea99d4525c76fbdc890c1e573a1bb738138e13ec19f525,"20,59","223,455",827,50
size1000_open_random_seed1020280801,1000,open_random,1020280801,0.1,d5d91ac57e47dacc736b8c4d327400595c545755e5a16a100c39dd5dc340b314,"802,349","119,966",1300,50
size1000_open_random_seed1020280802,1000,open_random,1020280802,0.2,e3ed37c99f906d33d31a8dcf276ade6caa955dd41c4961e9702ef4a7630ab6b3,"694,138","421,736",871,50
size1000_open_random_seed1020280803,1000,open_random,1020280803,0.3,ff88f27fe48620aad3c74528617b2400024e7da284d1687bb1b6c195505187bd,"783,219","413,420",619,50
size1000_open_random_seed1020280804,1000,open_random,1020280804,0.4,88d9d95cfb39567aafcdc05a234565a004f62d7a8b0c607f0b031cda58279467,"457,795","359,541",2720,50
size1000_open_random_seed1020280805,1000,open_random,1020280805,0.1,20e95420a99e30d25f6501fbbb05883fbfa0a0a04227b81b3523e9ffd97d16b0,"303,516","331,548",60,50
size1000_open_random_seed1020280806,1000,open_random,1020280806,0.2,34b8951e0f6e189016718fcff479f67526c911e50e65291773410b00372590a3,"681,534","425,162",628,50
size1000_open_random_seed1020280807,1000,open_random,1020280807,0.3,c564ac1ff3e8a22cd409c375329a2a83e397d9aba5ddbb2e9e4276b517f79a7f,"144,773","335,789",257,50
size1000_open_random_seed1020280808,1000,open_random,1020280808,0.4,82cc9a8989e33571a5b56bd900d38a62d0ccfd222d253b5493ca9de61dc9c1a8,"644,916","233,675",3772,50
size1000_open_random_seed1020280809,1000,open_random,1020280809,0.1,5dc96ec133714d25d04ed990dfd123067bdb589b9e0fd49bcad4979ad045bdec,"452,19","485,158",174,50
size1000_open_random_seed1020280810,1000,open_random,1020280810,0.2,07d414e5fbf27b0e27f383a63b75a9871fc980fa5358b2c250d6ffdf8aa2e87d,"264,276","647,596",703,50
size1000_open_random_seed1020280811,1000,open_random,1020280811,0.3,7ce3c60c7c320f676262a28636707a0396e9ccc2b9adfad8d147fd8427b99bbd,"865,196","410,754",1021,50
size1000_open_random_seed1020280812,1000,open_random,1020280812,0.4,cca150289b849c164d2b2520a3f5d833c6463e1510fa02973ab86d1693d8c5ce,"838,2","837,2",1,50
size1000_open_random_seed1020280813,1000,open_random,1020280813,0.1,74f8ff0b0347cfa38d31d48bce04f90dc1717cb57764ee47a05ebb317eacff04,"120,747","215,384",458,50
size1000_open_random_seed1020280814,1000,open_random,1020280814,0.2,2319f89c4599f6f80859a25156e311fc388512c1436ac2280d1b1acedf40acd8,"825,135","448,440",682,50
size1000_open_random_seed1020280815,1000,open_random,1020280815,0.3,46ec4fb2ea19bf315795dae146253371abfe94cbdad12d13273c95a1381f94fc,"349,710","822,298",891,50
size1000_open_random_seed1020280816,1000,open_random,1020280816,0.4,74e4dfbd1de12be2efcc58add8812f84cc801c838d27ac7eea42c7fd2daff945,"182,809","792,745",2052,50
size1000_open_random_seed1020280817,1000,open_random,1020280817,0.1,2328ad25ea7274816f237bf89dca99baa0378fc7f945dc6bacac51bb3c5b72e2,"113,506","893,487",831,50
size1000_open_random_seed1020280818,1000,open_random,1020280818,0.2,7080cd6e1cca0b9568d05024c2e044722f8971cf692f52f6257454730d2cb9ed,"786,457","143,721",907,50
size1000_open_random_seed1020280819,1000,open_random,1020280819,0.3,c2a4238cbf314cca4e7e7b74a78e19ec02a90840de41cc7226c56ef68e9263df,"705,590","556,630",233,50
size1000_open_random_seed1020280820,1000,open_random,1020280820,0.4,d3e8c6fd2b8c66f3bf5967f9662df2bda4b1a61b82ff2471193c8bf557b56633,"569,41","565,64",33,50
size1000_open_random_seed1020280821,1000,open_random,1020280821,0.1,84cd6bab8056710c222ed5d99b788de39d5629530933ad79edc05170a39798dc,"889,242","64,710",1293,50
size1000_open_random_seed1020280822,1000,open_random,1020280822,0.2,ce7d73727b3ec1b1b60f415241aa34b008a167b4262faf76bfab2dbdf3b1ed6f,"949,909","703,703",454,50
size1000_open_random_seed1020280823,1000,open_random,1020280823,0.3,b89ca25fa6f160371902ab5206ca1db5dd7eb84347aec0383945660c03e5f0ed,"711,87","613,239",252,50
size1000_open_random_seed1020280824,1000,open_random,1020280824,0.4,cec8d38787e05be4a366c3725ea1876e2e7b505cc89d97d0f7eccf9928d015c4,"162,611","283,624",248,50
size1000_open_random_seed1020280825,1000,open_random,1020280825,0.1,28fbb599a46b54b63ba46683fd60eef45b4c873c68c52805eaa5a0efe3d91cc9,"290,193","741,881",1139,50
size1000_open_random_seed1020280826,1000,open_random,1020280826,0.2,ae0c825b4e4b35a1d5269396afbc1e12ab8a373130f291d075fb11f036abb304,"930,601","542,816",603,50
size1000_open_random_seed1020280827,1000,open_random,1020280827,0.3,74f4d27752d1a5e7fd1cd75934848421fe8032b456b4725dc37c089ab4ef90b8,"249,390","474,724",575,50
size1000_open_random_seed1020280828,1000,open_random,1020280828,0.4,fcd29941ec799b6dab004c823693b1a4cc8809c4b7c4256eb923948dfab6e149,"81,71","142,259",917,50
size1000_open_random_seed1020280829,1000,open_random,1020280829,0.1,d682f11178420d56b5b22e45e1a25210fe0c49cc69883659a963d4dabc34ad52,"39,875","507,473",870,50
size1000_open_random_seed1020280830,1000,open_random,1020280830,0.2,d1e6f95e47bce19f3aee8814edce035eae45fceb2ba72028b9d007110922a2f6,"511,8","696,416",595,50
size1000_open_random_seed1020280831,1000,open_random,1020280831,0.3,991f1274a7794a7688dab63c6233ad1821fa2893bad7500cefa1c84db5909a38,"406,967","997,716",878,50
size1000_open_random_seed1020280832,1000,open_random,1020280832,0.4,f173ad1f894bcb3a93d3fa3997de8a1311eb98c75c409578837eae3aeb17e185,"643,508","242,590",1671,50
size1000_open_random_seed1020280833,1000,open_random,1020280833,0.1,969bf3ef2b583e0d35321a8dfa47ca265449a4abc19328cc71d7847d9d48adc1,"19,939","178,353",745,50
size1000_open_random_seed1020280834,1000,open_random,1020280834,0.2,99378413ce0b3521386b2e6fac59dbefee4614fae8e60e894b23f4684e343b5d,"902,124","270,744",1252,50
size1000_open_random_seed1020280835,1000,open_random,1020280835,0.3,608d16e4c0cce0abfa317c4e2e03ac3eedf88beb7ae24a08a54e8bc6b685c829,"643,32","285,636",986,50
size1000_open_random_seed1020280836,1000,open_random,1020280836,0.4,ed3455f887f7bf1d782eaefe6673343b7b0a35211a4bb179ab61ffd9e61d3701,"555,810","213,0",2162,50
size1000_open_random_seed1020280837,1000,open_random,1020280837,0.1,20e54194fd892c925acae422cb3da3ae821c49749b5aeff7105c3fafea946667,"535,77","543,329",268,50
size1000_open_random_seed1020280838,1000,open_random,1020280838,0.2,2a2024f021d7c9c16c3c20f02e469f83f34410f96be49ef48f291a162a19cc3d,"375,451","359,689",282,50
size1000_open_random_seed1020280839,1000,open_random,1020280839,0.3,742c8ca94dc2d2293962ec2f044d32ffd92ecdf481f7c823ce18089cfb4b68ae,"58,868","9,562",419,50
size1000_open_random_seed1020280840,1000,open_random,1020280840,0.4,256e6d3e56433a02b679e5b0f6f08bcc8494752e5233e316159baa16f7c3b692,"629,723","413,357",1068,50
size1000_open_random_seed1020280841,1000,open_random,1020280841,0.1,b9b73d4b88191ec9ade6f1819c1ce0d2c4677260a69e567271f447492d40fd50,"182,489","775,313",769,50
size1000_open_random_seed1020280842,1000,open_random,1020280842,0.2,e9015fd61afefe3b0658241483a05fcdbb67d640acd15cbc4a63f00cf87b2be1,"455,262","913,163",569,50
size1000_open_random_seed1020280843,1000,open_random,1020280843,0.3,2a6a06cac75c8fffecdbc83b3736de514453d7c3d8d72891bbbd025a63518484,"59,664","375,636",414,50
size1000_open_random_seed1020280844,1000,open_random,1020280844,0.4,89f060fe00e89ecf768d1eddce17241aa4e44efabf672bf04cd0fa30d37e203b,"718,90","719,96",7,50
size1000_open_random_seed1020280845,1000,open_random,1020280845,0.1,f395fd2d5f57ff36e0c3322efa7a20fa6b080bba5356003bf3bb331f0386ba2a,"47,734","659,431",915,50
size1000_open_random_seed1020280846,1000,open_random,1020280846,0.2,1b2d729f343627fcdfcf4aeae0c7f088c4b1b3fdc041e171b309b3929bad2dd9,"157,972","773,829",769,50
size1000_open_random_seed1020280847,1000,open_random,1020280847,0.3,90c0a2d0742ae3ee258003df4a4f37c4789c2df3f574a1d44ffaafd24a5ec5f1,"46,310","162,468",278,50
size1000_open_random_seed1020280848,1000,open_random,1020280848,0.4,df38144017a1eeff28baa64109236df37aa057a4260455f5b09f1f97e03fa912,"425,828","667,870",574,50
size1000_open_random_seed1020280849,1000,open_random,1020280849,0.1,5c050819435f90345e7b0772061b89d7a2cad637ca967fa75eceb091e84ae94e,"465,245","39,208",463,50
size1000_open_random_seed1020280850,1000,open_random,1020280850,0.2,482c7abb3d76ba0c53d6a98dfb72986de85e300c27682586c4d00dbb38178bda,"27,717","128,123",713,50
size1000_maze_like_seed1020380801,1000,maze_like,1020380801,0.1,dcb851dd43291f26889afde24c2bb09feb70ae16832de92d8429f194dab0e533,"863,321","860,322",4,50
size1000_maze_like_seed1020380802,1000,maze_like,1020380802,0.2,820bc91d0b2f1624898fbf287be75882eea7488e021abe502be5087acbd406f1,"393,32","392,33",2,50
size1000_maze_like_seed1020380803,1000,maze_like,1020380803,0.3,499e1cd2f8341ab6fc3da6a153d04cc8e03782b1ff03df32ff32d9cffc56bd48,"678,113","678,114",1,50
size1000_maze_like_seed1020380804,1000,maze_like,1020380804,0.4,8b6e49fd272d4442e5cdec77d47983569e1a119fd1987c14aeb82af02f0ee48d,"697,345","698,344",2,50
size1000_maze_like_seed1020380805,1000,maze_like,1020380805,0.1,e71f425681f094ed397f0f75426bdb8046eee7bbeddf27e8834acf82a24af9cd,"390,481","391,480",2,50
size1000_maze_like_seed1020380806,1000,maze_like,1020380806,0.2,978d6cb48cf2fe0092a99df14377faaf482a2044d14367d39419856ecef9ca44,"66,696","68,698",4,50
size1000_maze_like_seed1020380807,1000,maze_like,1020380807,0.3,cab92c8b81b5acb98265c12d2b8bea7be36536d1ef9a13e807261cf8f5e7eea5,"115,88","117,89",3,50
size1000_maze_like_seed1020380808,1000,maze_like,1020380808,0.4,223ddc7de4445b58ae6aa5117a4fe7911f70fe8dadffcc19946b88a88b3ec517,"670,105","671,106",2,50
size1000_maze_like_seed1020380809,1000,maze_like,1020380809,0.1,8f8e2942830567c99865057c0b23a0edde2166b20b3f007d3b41b1baf7af3ce3,"493,380","492,382",3,50
size1000_maze_like_seed1020380810,1000,maze_like,1020380810,0.2,58d554c98271cd4a12c06e3601ce7d17b2a2fd06e8e7d8e3d6f214a20fd9169d,"640,772","643,772",3,50
size1000_maze_like_seed1020380811,1000,maze_like,1020380811,0.3,23e9a4105ecaf707d2eff332a3a662538599b9cc0e08430b3eb6df38603bb611,"751,561","752,561",1,50
size1000_maze_like_seed1020380812,1000,maze_like,1020380812,0.4,b6ee6604ac91ada5214a77261595cfb35efecaf06463ac0334538afba5ebfd49,"942,320","942,321",1,50
size1000_maze_like_seed1020380813,1000,maze_like,1020380813,0.1,7e7b45f4f5a1cc368391bac684507c3c4b09b87f1608ff2b66df717724147c72,"761,364","763,364",2,50
size1000_maze_like_seed1020380814,1000,maze_like,1020380814,0.2,488e8bace68e678248a03e5fb985405a23e535c2a160f12daad130d676e80e0b,"83,738","83,736",2,50
size1000_maze_like_seed1020380815,1000,maze_like,1020380815,0.3,7dacb5c042fcf056f4cffe86f7cb961aec08ce3c08179991656c559ac4059289,"41,514","43,513",3,50
size1000_maze_like_seed1020380816,1000,maze_like,1020380816,0.4,39a14c0211864f8dd645588b42290cb626936bce8f8bb852ebfbf152cc510039,"15,85","18,84",4,50
size1000_maze_like_seed1020380817,1000,maze_like,1020380817,0.1,2581efd0cf6a57ced017e4b1c8dfecea24a5c48ed2ae7449cea76596564a2afa,"836,136","837,136",1,50
size1000_maze_like_seed1020380818,1000,maze_like,1020380818,0.2,4594d95f7537ec34a6941bfd80b5bfe3763080c5c44be003fbbd591bc75eaf43,"38,232","36,234",4,50
size1000_maze_like_seed1020380819,1000,maze_like,1020380819,0.3,6fa4c92c797b3f02d40338a999eae114c7e304c5cbeb98f582ef002f198ae1cc,"356,649","358,650",3,50
size1000_maze_like_seed1020380820,1000,maze_like,1020380820,0.4,29a8e8fa246448434747f9da97fb8246834b2f9481cde36e517cccf180f78078,"982,777","982,778",1,50
size1000_maze_like_seed1020380821,1000,maze_like,1020380821,0.1,c578ec0425e4eb4e25d9741f419dfe8478c36ce03e65f673dab9eadeb3b621f4,"392,438","393,437",2,50
size1000_maze_like_seed1020380822,1000,maze_like,1020380822,0.2,096e29e4a5ddfdcbb351c71a57eec7be16ed67fdb8bfb13c17d4e0b55081f341,"488,796","487,798",3,50
size1000_maze_like_seed1020380823,1000,maze_like,1020380823,0.3,2ee56d0601d7529fe261f7cde4fa9fa9fe1414c39702f36bd036bd2e28b38239,"361,937","363,936",3,50
